Date,Open,High,Low,Close,Adj Close,Volume
2023-06-19,1383.890015,1390.500000,1379.829956,1387.329956,1387.329956,75445100
2023-06-20,1387.239990,1388.750000,1383.859985,1388.329956,1388.329956,96573400
2023-06-21,1385.729980,1395.849976,1383.880005,1393.449951,1393.449951,118222400
2023-06-22,1392.119995,1402.439941,1391.760010,1394.670044,1394.670044,116525600
2023-06-23,1395.699951,1397.540039,1389.699951,1390.890015,1390.890015,89365400
2023-06-26,1391.550049,1394.300049,1388.410034,1389.880005,1389.880005,79124900
2023-06-27,1390.869995,1393.380005,1385.300049,1386.739990,1386.739990,85691700
2023-06-28,1387.670044,1394.560059,1387.670044,1388.369995,1388.369995,71393900
2023-06-30,1388.520020,1391.479980,1370.150024,1376.680054,1376.680054,172513900
2023-07-03,1379.390015,1397.369995,1379.310059,1395.890015,1395.890015,70750600
2023-07-04,1393.560059,1396.329956,1388.849976,1392.489990,1392.489990,63595600
2023-07-05,1392.380005,1395.819946,1389.900024,1389.900024,1389.900024,68297000
2023-07-06,1389.709961,1389.709961,1381.859985,1385.949951,1385.949951,92373100
2023-07-07,1382.199951,1385.739990,1377.670044,1377.670044,1377.670044,85665300
2023-07-10,1377.560059,1386.939941,1377.560059,1383.060059,1383.060059,77577500
2023-07-11,1386.089966,1391.459961,1384.839966,1391.459961,1391.459961,105063900
2023-07-12,1390.270020,1400.050049,1389.939941,1398.060059,1398.060059,81189300
2023-07-13,1401.099976,1401.760010,1396.229980,1396.229980,1396.229980,71844700
2023-07-14,1399.530029,1414.219971,1399.390015,1412.089966,1412.089966,160012400
2023-07-17,1411.770020,1412.089966,1403.119995,1406.099976,1406.099976,92626300
2023-07-18,1407.540039,1407.900024,1399.469971,1403.030029,1403.030029,78504600
2023-07-20,1404.569946,1409.339966,1402.709961,1406.689941,1406.689941,100328400
2023-07-21,1407.479980,1413.520020,1405.640015,1413.520020,1413.520020,86987100
2023-07-24,1412.680054,1424.689941,1412.380005,1424.689941,1424.689941,87448700
2023-07-25,1425.760010,1437.810059,1425.280029,1436.790039,1436.790039,135600500
2023-07-26,1436.699951,1449.290039,1436.699951,1449.290039,1449.290039,133082000
2023-07-27,1447.660034,1456.359985,1446.920044,1451.270020,1451.270020,123234900
2023-07-28,1448.209961,1454.239990,1446.459961,1450.349976,1450.349976,101845900
2023-07-31,1451.069946,1464.699951,1451.069946,1459.430054,1459.430054,164867900
2023-08-01,1458.900024,1462.560059,1449.020020,1451.239990,1451.239990,98171000
2023-08-02,1449.449951,1450.280029,1441.849976,1444.560059,1444.560059,91589600
2023-08-03,1441.369995,1442.780029,1433.040039,1441.849976,1441.849976,89240200
2023-08-04,1442.489990,1447.130005,1442.229980,1445.209961,1445.209961,70523900
2023-08-07,1444.890015,1449.380005,1442.130005,1445.810059,1445.810059,48138700
2023-08-08,1444.209961,1452.469971,1441.630005,1451.000000,1451.000000,87847500
2023-08-09,1450.300049,1462.030029,1446.709961,1462.030029,1462.030029,140193500
2023-08-10,1460.359985,1460.699951,1453.369995,1458.930054,1458.930054,140203100
2023-08-11,1458.469971,1458.969971,1449.670044,1457.160034,1457.160034,116246300
2023-08-14,1457.189941,1457.430054,1452.150024,1457.000000,1457.000000,83404700
2023-08-15,1456.859985,1463.290039,1456.270020,1460.280029,1460.280029,84618900
2023-08-16,1459.030029,1464.270020,1458.369995,1463.510010,1463.510010,120690800
2023-08-17,1460.609985,1460.760010,1447.979980,1447.979980,1447.979980,154807600
2023-08-18,1449.229980,1449.229980,1442.260010,1446.089966,1446.089966,127832700
2023-08-21,1446.689941,1451.680054,1445.099976,1450.569946,1450.569946,121972100
2023-08-22,1450.869995,1456.400024,1449.189941,1451.530029,1451.530029,99704700
2023-08-23,1451.630005,1451.719971,1439.130005,1440.109985,1440.109985,101613400
2023-08-24,1441.520020,1446.750000,1441.520020,1444.670044,1444.670044,87375800
2023-08-25,1444.209961,1444.810059,1438.510010,1444.489990,1444.489990,110374500
2023-08-28,1443.670044,1445.310059,1441.780029,1444.060059,1444.060059,90966700
2023-08-29,1443.469971,1455.800049,1441.520020,1454.439941,1454.439941,124595100
2023-08-30,1456.229980,1462.800049,1451.939941,1451.939941,1451.939941,323180900
2023-09-01,1461.910034,1463.430054,1454.670044,1463.430054,1463.430054,163156900
2023-09-04,1464.069946,1465.930054,1460.839966,1462.719971,1462.719971,95591500
2023-09-05,1462.579956,1462.579956,1452.479980,1454.829956,1454.829956,112482000
2023-09-06,1455.010010,1463.040039,1454.250000,1460.619995,1460.619995,106479500
2023-09-07,1458.969971,1463.300049,1458.270020,1460.069946,1460.069946,81318800
2023-09-08,1459.540039,1460.229980,1454.699951,1454.949951,1454.949951,82555700
2023-09-11,1453.719971,1455.560059,1450.680054,1455.040039,1455.040039,69955700
2023-09-12,1454.290039,1454.319946,1447.959961,1453.390015,1453.390015,98947900
2023-09-13,1447.030029,1453.540039,1444.810059,1453.540039,1453.540039,87516400
2023-09-14,1449.219971,1455.089966,1445.310059,1449.579956,1449.579956,117849500
2023-09-15,1449.089966,1459.030029,1448.750000,1459.030029,1459.030029,318200600
2023-09-18,1456.959961,1458.459961,1452.859985,1457.989990,1457.989990,83396200
2023-09-19,1456.719971,1459.000000,1454.609985,1457.660034,1457.660034,78288600
2023-09-20,1452.630005,1456.770020,1450.369995,1451.560059,1451.560059,103370600
2023-09-21,1452.770020,1453.969971,1446.800049,1448.209961,1448.209961,106609700
2023-09-22,1445.880005,1450.689941,1441.500000,1450.229980,1450.229980,85968500
2023-09-25,1449.829956,1450.319946,1441.170044,1443.449951,1443.449951,85332300
2023-09-26,1442.790039,1447.050049,1441.890015,1445.550049,1445.550049,87996700
2023-09-27,1440.859985,1441.869995,1436.750000,1440.109985,1440.109985,100446200
2023-09-29,1436.390015,1436.969971,1424.170044,1424.170044,1424.170044,170332100
2023-10-02,1424.069946,1428.040039,1418.760010,1418.760010,1418.760010,77411100
2023-10-03,1418.579956,1424.109985,1417.939941,1420.010010,1420.010010,119741100
2023-10-04,1417.910034,1419.660034,1412.699951,1415.839966,1415.839966,146327300
2023-10-05,1413.439941,1420.609985,1412.170044,1415.599976,1415.599976,147628100
2023-10-06,1415.290039,1419.959961,1415.280029,1416.880005,1416.880005,136679500
2023-10-09,1417.060059,1420.709961,1415.800049,1417.260010,1417.260010,85675400
2023-10-10,1419.329956,1435.890015,1419.329956,1435.170044,1435.170044,99011700
2023-10-11,1434.750000,1438.449951,1432.270020,1436.489990,1436.489990,147588000
2023-10-12,1437.959961,1446.060059,1437.959961,1443.819946,1443.819946,108247800
2023-10-13,1443.369995,1444.969971,1440.489990,1444.140015,1444.140015,75517900
2023-10-16,1445.359985,1446.119995,1436.500000,1438.959961,1438.959961,122051500
2023-10-17,1439.040039,1444.130005,1438.949951,1444.130005,1444.130005,105407700
2023-10-18,1443.229980,1446.540039,1441.060059,1446.540039,1446.540039,146818700
2023-10-19,1443.260010,1445.189941,1441.339966,1442.660034,1442.660034,118185700
2023-10-20,1443.349976,1443.750000,1438.359985,1441.040039,1441.040039,113336900
2023-10-23,1441.729980,1443.859985,1435.050049,1438.119995,1438.119995,100413700
2023-10-24,1438.280029,1440.280029,1430.150024,1435.650024,1435.650024,112931800
2023-10-25,1437.969971,1444.530029,1437.819946,1442.510010,1442.510010,80810800
2023-10-26,1443.030029,1445.140015,1438.800049,1440.599976,1440.599976,107249600
2023-10-27,1440.709961,1444.150024,1439.329956,1441.900024,1441.900024,79766900
2023-10-30,1440.040039,1441.800049,1436.979980,1439.199951,1439.199951,66151800
2023-10-31,1438.750000,1443.459961,1437.979980,1442.140015,1442.140015,99312300
2023-11-01,1441.170044,1441.589966,1434.930054,1435.329956,1435.329956,97118400
2023-11-02,1435.939941,1441.349976,1435.859985,1439.770020,1439.770020,87395200
2023-11-03,1446.719971,1453.189941,1444.790039,1449.930054,1449.930054,115015400
2023-11-06,1452.390015,1464.670044,1452.290039,1464.670044,1464.670044,146756600
2023-11-07,1464.050049,1465.550049,1458.660034,1463.369995,1463.369995,115794000
2023-11-08,1461.130005,1462.010010,1454.459961,1457.599976,1457.599976,86519800
2023-11-09,1456.839966,1457.839966,1450.640015,1452.270020,1452.270020,95897900
2023-11-10,1450.560059,1451.219971,1425.010010,1445.180054,1445.180054,67169000
2023-11-14,1444.900024,1453.989990,1444.900024,1451.719971,1451.719971,95686900
2023-11-15,1453.609985,1466.839966,1453.069946,1466.839966,1466.839966,168947800
2023-11-16,1464.780029,1465.160034,1460.459961,1464.680054,1464.680054,105484500
2023-11-17,1461.589966,1462.310059,1458.530029,1460.670044,1460.670044,100760200
2023-11-20,1460.260010,1460.260010,1454.119995,1456.920044,1456.920044,74149400
2023-11-21,1458.130005,1463.400024,1456.160034,1463.400024,1463.400024,138326700
2023-11-22,1460.589966,1460.589966,1454.520020,1455.890015,1455.890015,97164200
2023-11-23,1456.680054,1456.680054,1451.349976,1453.290039,1453.290039,93608000
2023-11-24,1455.780029,1456.050049,1451.079956,1453.920044,1453.920044,136984500
2023-11-27,1453.150024,1455.780029,1448.000000,1448.150024,1448.150024,116835700
2023-11-28,1450.189941,1452.599976,1444.599976,1448.020020,1448.020020,156887400
2023-11-29,1448.630005,1450.420044,1445.609985,1446.069946,1446.069946,128149700
2023-11-30,1444.339966,1452.739990,1440.619995,1452.739990,1452.739990,530926800
2023-12-01,1452.000000,1456.520020,1450.089966,1456.380005,1456.380005,165174800
2023-12-04,1454.969971,1457.020020,1448.170044,1451.020020,1451.020020,106529100
2023-12-05,1451.130005,1451.589966,1444.579956,1449.459961,1449.459961,101068000
2023-12-06,1450.910034,1452.069946,1444.630005,1445.819946,1445.819946,92070800
2023-12-07,1442.890015,1447.660034,1441.020020,1442.849976,1442.849976,103661100
2023-12-08,1443.969971,1446.130005,1441.089966,1441.969971,1441.969971,84182800
2023-12-11,1441.319946,1446.390015,1440.400024,1446.390015,1446.390015,102401500
2023-12-12,1446.119995,1447.719971,1444.260010,1447.119995,1447.119995,127330900
2023-12-13,1446.079956,1448.479980,1443.719971,1448.040039,1448.040039,130353700
2023-12-14,1448.880005,1456.260010,1448.140015,1456.260010,1456.260010,165231500
2023-12-15,1455.949951,1464.780029,1455.689941,1462.449951,1462.449951,284775700
2023-12-18,1461.560059,1468.739990,1460.420044,1465.280029,1465.280029,216394300
2023-12-19,1466.560059,1467.609985,1464.550049,1465.670044,1465.670044,162662200
2023-12-20,1466.430054,1470.790039,1464.089966,1464.560059,1464.560059,200419300
2023-12-21,1463.170044,1463.170044,1454.969971,1455.579956,1455.579956,157053500
2023-12-22,1456.760010,1457.859985,1451.989990,1454.380005,1454.380005,127764000
2023-12-26,1454.079956,1456.660034,1450.780029,1450.780029,1450.780029,130077700
2023-12-27,1452.369995,1455.439941,1452.079956,1454.219971,1454.219971,158320100
2023-12-28,1453.859985,1459.099976,1453.060059,1457.410034,1457.410034,142538600
2023-12-29,1457.569946,1461.400024,1454.660034,1454.660034,1454.660034,265621800
2024-01-02,1452.199951,1453.560059,1446.359985,1453.099976,1453.099976,103277400
2024-01-03,1452.540039,1465.689941,1450.170044,1462.369995,1462.369995,215534000
2024-01-04,1462.849976,1477.560059,1461.030029,1477.260010,1477.260010,286041200
2024-01-05,1476.890015,1487.609985,1476.849976,1487.609985,1487.609985,280921700
2024-01-08,1488.599976,1498.520020,1488.599976,1495.699951,1495.699951,301573200
2024-01-09,1497.170044,1503.930054,1496.839966,1498.829956,1498.829956,311176200
2024-01-10,1497.800049,1497.800049,1486.719971,1486.859985,1486.859985,208376900
2024-01-11,1487.150024,1492.439941,1483.000000,1483.000000,1483.000000,232402500
2024-01-12,1483.239990,1487.339966,1482.020020,1487.339966,1487.339966,225717600
2024-01-15,1488.280029,1501.859985,1487.810059,1501.109985,1501.109985,196067000
2024-01-16,1500.390015,1503.729980,1492.400024,1493.869995,1493.869995,227111300
2024-01-17,1491.890015,1494.319946,1487.520020,1491.209961,1491.209961,216723800
2024-01-18,1488.489990,1492.530029,1478.030029,1479.180054,1479.180054,315341100
2024-01-19,1480.180054,1486.369995,1477.050049,1486.369995,1486.369995,199948900
2024-01-22,1487.349976,1493.979980,1485.510010,1491.189941,1491.189941,234169100
2024-01-23,1492.560059,1500.390015,1490.199951,1496.109985,1496.109985,202846800
2024-01-24,1497.160034,1504.439941,1497.160034,1504.099976,1504.099976,197527000
2024-01-26,1503.449951,1509.390015,1502.890015,1506.280029,1506.280029,238367000
2024-01-29,1508.109985,1518.439941,1507.880005,1515.390015,1515.390015,211720800
2024-01-30,1517.750000,1520.310059,1511.839966,1512.750000,1512.750000,213783400
2024-01-31,1512.599976,1516.400024,1509.550049,1512.979980,1512.979980,247472800
2024-02-02,1509.349976,1521.229980,1508.500000,1516.579956,1516.579956,290509400
2024-02-05,1515.910034,1520.979980,1511.339966,1511.339966,1511.339966,200808500
2024-02-06,1510.310059,1513.979980,1508.989990,1512.979980,1512.979980,186936700
2024-02-07,1512.510010,1514.050049,1510.199951,1513.109985,1513.109985,174829400
2024-02-08,1513.189941,1521.180054,1512.359985,1512.359985,1512.359985,171566000
2024-02-09,1513.819946,1514.719971,1509.560059,1512.280029,1512.280029,79147200
2024-02-13,1512.630005,1533.160034,1512.630005,1531.369995,1531.369995,181535700
2024-02-14,1527.790039,1530.949951,1521.790039,1529.329956,1529.329956,152259500
2024-02-15,1529.290039,1532.660034,1525.390015,1528.380005,1528.380005,172624700
2024-02-16,1530.680054,1534.530029,1529.300049,1533.550049,1533.550049,192387100
2024-02-19,1533.349976,1539.250000,1530.579956,1538.609985,1538.609985,160694400
2024-02-20,1538.719971,1555.589966,1537.939941,1555.589966,1555.589966,268959800
